9606	9598	9597	9544	9258	9031	13616	10090
ENSG00000080618	ENSPTRG00000005852	ENSPPAG00000034119	ENSMMUG00000017029	ENSOANG00000015578	ENSGALG00000016985	ENSMODG00000014975	ENSMUSG00000021999
ENSG00000080802	ENSPTRG00000019727	ENSPPAG00000041937	ENSMMUG00000016181	ENSOANG00000005006	ENSGALG00000011682	ENSMODG00000014068	ENSMUSG00000038784
ENSG00000080819	ENSPTRG00000015151	ENSPPAG00000041386	ENSMMUG00000010833	ENSOANG00000007535	ENSGALG00000015240	ENSMODG00000017065	ENSMUSG00000022742
ENSG00000080822	ENSPTRG00000015149	ENSPPAG00000009022	ENSMMUG00000009549	ENSOANG00000007536	ENSGALG00000039538	ENSMODG00000017064	ENSMUSG00000022744
ENSG00000080986	ENSPTRG00000009829	ENSPPAG00000041112	ENSMMUG00000018952	ENSOANG00000010845	ENSGALG00000014801	ENSMODG00000021471	ENSMUSG00000024056
ENSG00000081019	ENSPTRG00000001124	ENSPPAG00000028704	ENSMMUG00000017823	ENSOANG00000002641	ENSGALG00000001860	ENSMODG00000000742	ENSMUSG00000044098
ENSG00000081052	ENSPTRG00000012991	ENSPPAG00000037538	ENSMMUG00000013233	ENSOANG00000011208	ENSGALG00000004946	ENSMODG00000021210	ENSMUSG00000067158
ENSG00000081087	ENSPTRG00000018471	ENSPPAG00000043416	ENSMMUG00000022247	ENSOANG00000000776	ENSGALG00000015306	ENSMODG00000018010	ENSMUSG00000038280
ENSG00000081148	ENSPTRG00000015167	ENSPPAG00000036700	ENSMMUG00000011362	ENSOANG00000007512	ENSGALG00000015322	ENSMODG00000001983	ENSMUSG00000035270
ENSG00000081189	ENSPTRG00000024214	ENSPPAG00000039315	ENSMMUG00000019836	ENSOANG00000011076	ENSGALG00000014645	ENSMODG00000020223	ENSMUSG00000005583
ENSG00000081248	ENSPTRG00000001827	ENSPPAG00000040299	ENSMMUG00000017414	ENSOANG00000004594	ENSGALG00000037744	ENSMODG00000000170	ENSMUSG00000026407
ENSG00000081277	ENSPTRG00000001831	ENSPPAG00000013857	ENSMMUG00000013506	ENSOANG00000009348	ENSGALG00000000299	ENSMODG00000000329	ENSMUSG00000026413
ENSG00000081307	ENSPTRG00000015404	ENSPPAG00000028005	ENSMMUG00000021771	ENSOANG00000006779	ENSGALG00000032382	ENSMODG00000011657	ENSMUSG00000032557
ENSG00000081320	ENSPTRG00000012763	ENSPPAG00000023641	ENSMMUG00000005626	ENSOANG00000020257	ENSGALG00000007924	ENSMODG00000012121	ENSMUSG00000026094
ENSG00000081760	ENSPTRG00000005622	ENSPPAG00000014412	ENSMMUG00000011117	ENSOANG00000014881	ENSGALG00000002899	ENSMODG00000015672	ENSMUSG00000029482
ENSG00000081800	ENSPTRG00000019635	ENSPPAG00000040216	ENSMMUG00000016770	ENSOANG00000004824	ENSGALG00000008874	ENSMODG00000015406	ENSMUSG00000029700
ENSG00000081803	ENSPTRG00000019632	ENSPPAG00000029988	ENSMMUG00000021543	ENSOANG00000004823	ENSGALG00000008926	ENSMODG00000015438	ENSMUSG00000017978
ENSG00000081923	ENSPTRG00000010048	ENSPPAG00000043256	ENSMMUG00000019976	ENSOANG00000001718	ENSGALG00000030834	ENSMODG00000020443	ENSMUSG00000039529
ENSG00000081985	ENSPTRG00000000840	ENSPPAG00000029198	ENSMMUG00000000651	ENSOANG00000007768	ENSGALG00000011222	ENSMODG00000000859	ENSMUSG00000018341
ENSG00000082213	ENSPTRG00000016763	ENSPPAG00000030089	ENSMMUG00000012200	ENSOANG00000015740	ENSGALG00000012909	ENSMODG00000004823	ENSMUSG00000022195
ENSG00000082258	ENSPTRG00000024043	ENSPPAG00000037070	ENSMMUG00000010196	ENSOANG00000002760	ENSGALG00000012207	ENSMODG00000000727	ENSMUSG00000026349
ENSG00000082269	ENSPTRG00000018330	ENSPPAG00000034229	ENSMMUG00000009060	ENSOANG00000014938	ENSGALG00000015969	ENSMODG00000018567	ENSMUSG00000026153
ENSG00000082397	ENSPTRG00000009844	ENSPPAG00000031576	ENSMMUG00000019418	ENSOANG00000003826	ENSGALG00000038678	ENSMODG00000021459	ENSMUSG00000024044
ENSG00000082512	ENSPTRG00000001949	ENSPPAG00000030959	ENSMMUG00000031427	ENSOANG00000008477	ENSGALG00000009864	ENSMODG00000002723	ENSMUSG00000026637
ENSG00000082556	ENSPTRG00000038846	ENSPPAG00000028202	ENSMMUG00000018372	ENSOANG00000007280	ENSGALG00000015269	ENSMODG00000009510	ENSMUSG00000025905
ENSG00000082805	ENSPTRG00000004515	ENSPPAG00000034303	ENSMMUG00000010933	ENSOANG00000003157	ENSGALG00000012994	ENSMODG00000018407	ENSMUSG00000030172
ENSG00000082996	ENSPTRG00000015521	ENSPPAG00000036941	ENSMMUG00000023335	ENSOANG00000005188	ENSGALG00000010411	ENSMODG00000021268	ENSMUSG00000036503
ENSG00000083067	ENSPTRG00000021014	ENSPPAG00000031896	ENSMMUG00000006156	ENSOANG00000005022	ENSGALG00000015126	ENSMODG00000002750	ENSMUSG00000052387
ENSG00000083093	ENSPTRG00000007890	ENSPPAG00000021559	ENSMMUG00000017304	ENSOANG00000007671	ENSGALG00000006078	ENSMODG00000006654	ENSMUSG00000044702
ENSG00000083097	ENSPTRG00000018378	ENSPPAG00000042218	ENSMMUG00000012580	ENSOANG00000001279	ENSGALG00000015858	ENSMODG00000018391	ENSMUSG00000034973
ENSG00000083123	ENSPTRG00000018372	ENSPPAG00000042672	ENSMMUG00000004829	ENSOANG00000001286	ENSGALG00000040702	ENSMODG00000018414	ENSMUSG00000032263
ENSG00000083290	ENSPTRG00000008875	ENSPPAG00000037047	ENSMMUG00000021156	ENSOANG00000012707	ENSGALG00000004727	ENSMODG00000010934	ENSMUSG00000004798
ENSG00000083312	ENSPTRG00000016972	ENSPPAG00000042518	ENSMMUG00000020923	ENSOANG00000015785	ENSGALG00000015014	ENSMODG00000001721	ENSMUSG00000009470
ENSG00000083520	ENSPTRG00000005926	ENSPPAG00000041783	ENSMMUG00000000787	ENSOANG00000010027	ENSGALG00000016930	ENSMODG00000000208	ENSMUSG00000033166
ENSG00000083642	ENSPTRG00000005771	ENSPPAG00000001775	ENSMMUG00000007201	ENSOANG00000015485	ENSGALG00000017070	ENSMODG00000009630	ENSMUSG00000034021
ENSG00000083782	ENSPTRG00000005287	ENSPPAG00000029056	ENSMMUG00000011300	ENSOANG00000006633	ENSGALG00000011269	ENSMODG00000009682	ENSMUSG00000019936
ENSG00000083896	ENSPTRG00000016105	ENSPPAG00000041315	ENSMMUG00000002265	ENSOANG00000014398	ENSGALG00000035906	ENSMODG00000020754	ENSMUSG00000035851
ENSG00000083937	ENSPTRG00000015122	ENSPPAG00000031884	ENSMMUG00000016246	ENSOANG00000000496	ENSGALG00000015496	ENSMODG00000016939	ENSMUSG00000004843
ENSG00000084070	ENSPTRG00000000589	ENSPPAG00000033555	ENSMMUG00000013839	ENSOANG00000012369	ENSGALG00000029244	ENSMODG00000017597	ENSMUSG00000032870
ENSG00000084072	ENSPTRG00000000577	ENSPPAG00000042403	ENSMMUG00000018869	ENSOANG00000010003	ENSGALG00000013383	ENSMODG00000017659	ENSMUSG00000028651
ENSG00000084073	ENSPTRG00000000587	ENSPPAG00000034912	ENSMMUG00000005992	ENSOANG00000012761	ENSGALG00000000855	ENSMODG00000017624	ENSMUSG00000043207
ENSG00000084092	ENSPTRG00000016088	ENSPPAG00000033775	ENSMMUG00000022530	ENSOANG00000000235	ENSGALG00000038585	ENSMODG00000020703	ENSMUSG00000036285
ENSG00000084110	ENSPTRG00000005320	ENSPPAG00000004003	ENSMMUG00000009308	ENSOANG00000006609	ENSGALG00000011421	ENSMODG00000008030	ENSMUSG00000020017
ENSG00000084234	ENSPTRG00000004480	ENSPPAG00000029014	ENSMMUG00000018029	ENSOANG00000000580	ENSGALG00000001250	ENSMODG00000005040	ENSMUSG00000031996
ENSG00000084444	ENSPTRG00000004714	ENSPPAG00000042392	ENSMMUG00000017636	ENSOANG00000002879	ENSGALG00000011800	ENSMODG00000018215	ENSMUSG00000030207
ENSG00000084623	ENSPTRG00000000476	ENSPPAG00000030615	ENSMMUG00000006119	ENSOANG00000001198	ENSGALG00000003337	ENSMODG00000017481	ENSMUSG00000028798
ENSG00000084652	ENSPTRG00000000472	ENSPPAG00000003695	ENSMMUG00000015580	ENSOANG00000003837	ENSGALG00000048775	ENSMODG00000017491	ENSMUSG00000053841
ENSG00000085117	ENSPTRG00000003530	ENSPPAG00000022324	ENSMMUG00000019268	ENSOANG00000003198	ENSGALG00000038217	ENSMODG00000019870	ENSMUSG00000027215
ENSG00000085185	ENSPTRG00000049216	ENSPPAG00000040847	ENSMMUG00000008781	ENSOANG00000012035	ENSGALG00000003976	ENSMODG00000013250	ENSMUSG00000036959
ENSG00000085274	ENSPTRG00000015605	ENSPPAG00000003702	ENSMMUG00000021875	ENSOANG00000010325	ENSGALG00000009409	ENSMODG00000016120	ENSMUSG00000037730
ENSG00000085276	ENSPTRG00000015601	ENSPPAG00000012790	ENSMMUG00000002242	ENSOANG00000007585	ENSGALG00000032577	ENSMODG00000016133	ENSMUSG00000027684
ENSG00000085377	ENSPTRG00000018456	ENSPPAG00000014953	ENSMMUG00000013483	ENSOANG00000004177	ENSGALG00000015405	ENSMODG00000018031	ENSMUSG00000019849
ENSG00000085415	ENSPTRG00000009885	ENSPPAG00000006139	ENSMMUG00000006800	ENSOANG00000004547	ENSGALG00000013872	ENSMODG00000021421	ENSMUSG00000079614
ENSG00000085449	ENSPTRG00000012980	ENSPPAG00000016468	ENSMMUG00000006159	ENSOANG00000003556	ENSGALG00000005158	ENSMODG00000021199	ENSMUSG00000073643
ENSG00000085741	ENSPTRG00000004090	ENSPPAG00000010959	ENSMMUG00000006921	ENSOANG00000007610	ENSGALG00000000839	ENSMODG00000005538	ENSMUSG00000015957
ENSG00000085832	ENSPTRG00000000729	ENSPPAG00000033044	ENSMMUG00000012055	ENSOANG00000012571	ENSGALG00000010543	ENSMODG00000001043	ENSMUSG00000028552
ENSG00000085840	ENSPTRG00000000738	ENSPPAG00000036636	ENSMMUG00000014330	ENSOANG00000009540	ENSGALG00000010623	ENSMODG00000000666	ENSMUSG00000028587
ENSG00000085871	ENSPTRG00000016457	ENSPPAG00000034504	ENSMMUG00000021999	ENSOANG00000015288	ENSGALG00000009803	ENSMODG00000025529	ENSMUSG00000074604
ENSG00000085978	ENSPTRG00000013051	ENSPPAG00000037037	ENSMMUG00000023358	ENSOANG00000011698	ENSGALG00000001619	ENSMODG00000010423	ENSMUSG00000026289
ENSG00000085982	ENSPTRG00000013054	ENSPPAG00000044110	ENSMMUG00000005650	ENSOANG00000012752	ENSGALG00000004228	ENSMODG00000007745	ENSMUSG00000005501
ENSG00000086061	ENSPTRG00000020852	ENSPPAG00000027533	ENSMMUG00000007740	ENSOANG00000009877	ENSGALG00000023066	ENSMODG00000003384	ENSMUSG00000028410
ENSG00000086065	ENSPTRG00000020857	ENSPPAG00000034164	ENSMMUG00000020149	ENSOANG00000003397	ENSGALG00000013160	ENSMODG00000004012	ENSMUSG00000028419
ENSG00000086189	ENSPTRG00000016914	ENSPPAG00000034312	ENSMMUG00000000400	ENSOANG00000007259	ENSGALG00000020569	ENSMODG00000025599	ENSMUSG00000021692
ENSG00000086200	ENSPTRG00000016915	ENSPPAG00000042249	ENSMMUG00000001233	ENSOANG00000012524	ENSGALG00000014740	ENSMODG00000019612	ENSMUSG00000042590
ENSG00000086300	ENSPTRG00000019004	ENSPPAG00000038529	ENSMMUG00000023230	ENSOANG00000009161	ENSGALG00000011046	ENSMODG00000000553	ENSMUSG00000038301
ENSG00000086475	ENSPTRG00000002303	ENSPPAG00000039256	ENSMMUG00000021233	ENSOANG00000015403	ENSGALG00000014575	ENSMODG00000016864	ENSMUSG00000026662
ENSG00000086504	ENSPTRG00000047553	ENSPPAG00000034473	ENSMMUG00000000609	ENSOANG00000014165	ENSGALG00000007473	ENSMODG00000016666	ENSMUSG00000024181
ENSG00000086717	ENSPTRG00000021714	ENSPPAG00000027881	ENSMMUG00000005066	ENSOANG00000004036	ENSGALG00000016522	ENSMODG00000017134	ENSMUSG00000062168
ENSG00000087053	ENSPTRG00000004195	ENSPPAG00000042525	ENSMMUG00000014801	ENSOANG00000010499	ENSGALG00000017200	ENSMODG00000000116	ENSMUSG00000031918
ENSG00000087111	ENSPTRG00000008922	ENSPPAG00000042725	ENSMMUG00000012240	ENSOANG00000014181	ENSGALG00000003665	ENSMODG00000019256	ENSMUSG00000041958
ENSG00000087157	ENSPTRG00000009710	ENSPPAG00000030088	ENSMMUG00000008237	ENSOANG00000000646	ENSGALG00000007181	ENSMODG00000001893	ENSMUSG00000017715
ENSG00000087274	ENSPTRG00000015850	ENSPPAG00000039399	ENSMMUG00000008379	ENSOANG00000001783	ENSGALG00000015664	ENSMODG00000003815	ENSMUSG00000029106
ENSG00000087494	ENSPTRG00000004794	ENSPPAG00000027940	ENSMMUG00000010531	ENSOANG00000002270	ENSGALG00000017295	ENSMODG00000014419	ENSMUSG00000048776
ENSG00000087502	ENSPTRG00000048445	ENSPPAG00000029564	ENSMMUG00000015811	ENSOANG00000010582	ENSGALG00000007183	ENSMODG00000014382	ENSMUSG00000030304
ENSG00000087903	ENSPTRG00000010352	ENSPPAG00000041867	ENSMMUG00000011967	ENSOANG00000003796	ENSGALG00000001773	ENSMODG00000001398	ENSMUSG00000024206
ENSG00000088179	ENSPTRG00000012406	ENSPPAG00000007018	ENSMMUG00000005610	ENSOANG00000012067	ENSGALG00000011596	ENSMODG00000000325	ENSMUSG00000026384
ENSG00000088386	ENSPTRG00000005990	ENSPPAG00000038179	ENSMMUG00000001402	ENSOANG00000005464	ENSGALG00000016884	ENSMODG00000008358	ENSMUSG00000025557
ENSG00000088387	ENSPTRG00000005991	ENSPPAG00000035676	ENSMMUG00000018657	ENSOANG00000005466	ENSGALG00000016883	ENSMODG00000008269	ENSMUSG00000025558
ENSG00000088451	ENSPTRG00000005967	ENSPPAG00000039020	ENSMMUG00000013063	ENSOANG00000014920	ENSGALG00000016898	ENSMODG00000009373	ENSMUSG00000022130
ENSG00000088538	ENSPTRG00000014969	ENSPPAG00000039464	ENSMMUG00000004273	ENSOANG00000012790	ENSGALG00000002335	ENSMODG00000011954	ENSMUSG00000039716
ENSG00000088543	ENSPTRG00000014965	ENSPPAG00000039395	ENSMMUG00000010499	ENSOANG00000007168	ENSGALG00000002240	ENSMODG00000011989	ENSMUSG00000037977
ENSG00000088756	ENSPTRG00000009847	ENSPPAG00000027220	ENSMMUG00000014506	ENSOANG00000000436	ENSGALG00000014758	ENSMODG00000021455	ENSMUSG00000024043
ENSG00000088899	ENSPTRG00000013192	ENSPPAG00000031124	ENSMMUG00000010028	ENSOANG00000020000	ENSGALG00000016001	ENSMODG00000005461	ENSMUSG00000037703
ENSG00000089177	ENSPTRG00000013269	ENSPPAG00000017286	ENSMMUG00000009658	ENSOANG00000001236	ENSGALG00000008725	ENSMODG00000004829	ENSMUSG00000038844
ENSG00000089234	ENSPTRG00000005461	ENSPPAG00000042331	ENSMMUG00000017107	ENSOANG00000001982	ENSGALG00000004650	ENSMODG00000012206	ENSMUSG00000029458
ENSG00000089280	ENSPTRG00000008038	ENSPPAG00000029090	ENSMMUG00000019637	ENSOANG00000005606	ENSGALG00000032219	ENSMODG00000001889	ENSMUSG00000030795
ENSG00000089486	ENSPTRG00000023084	ENSPPAG00000042655	ENSMMUG00000009898	ENSOANG00000002418	ENSGALG00000036502	ENSMODG00000006618	ENSMUSG00000004071
ENSG00000089639	ENSPTRG00000010746	ENSPPAG00000037482	ENSMMUG00000003036	ENSOANG00000011826	ENSGALG00000029354	ENSMODG00000004677	ENSMUSG00000036246
ENSG00000089693	ENSPTRG00000004587	ENSPPAG00000034825	ENSMMUG00000012206	ENSOANG00000003857	ENSGALG00000014468	ENSMODG00000018113	ENSMUSG00000030120
ENSG00000090060	ENSPTRG00000006704	ENSPPAG00000030505	ENSMMUG00000018610	ENSOANG00000013812	ENSGALG00000033099	ENSMODG00000001969	ENSMUSG00000021111
ENSG00000090097	ENSPTRG00000014983	ENSPPAG00000038764	ENSMMUG00000022205	ENSOANG00000014110	ENSGALG00000027695	ENSMODG00000011790	ENSMUSG00000023495
ENSG00000090104	ENSPTRG00000049668	ENSPPAG00000027449	ENSMMUG00000003486	ENSOANG00000002958	ENSGALG00000002549	ENSMODG00000012062	ENSMUSG00000026358
ENSG00000090316	ENSPTRG00000015829	ENSPPAG00000017524	ENSMMUG00000008357	ENSOANG00000000247	ENSGALG00000013310	ENSMODG00000004354	ENSMUSG00000079562
ENSG00000090432	ENSPTRG00000000288	ENSPPAG00000031714	ENSMMUG00000006908	ENSOANG00000005114	ENSGALG00000042761	ENSMODG00000015955	ENSMUSG00000041241
ENSG00000090530	ENSPTRG00000015736	ENSPPAG00000040013	ENSMMUG00000000623	ENSOANG00000013797	ENSGALG00000040866	ENSMODG00000015073	ENSMUSG00000038168
ENSG00000090615	ENSPTRG00000005659	ENSPPAG00000038231	ENSMMUG00000031451	ENSOANG00000013857	ENSGALG00000002158	ENSMODG00000015263	ENSMUSG00000029502
ENSG00000090621	ENSPTRG00000000573	ENSPPAG00000043625	ENSMMUG00000007497	ENSOANG00000010001	ENSGALG00000003800	ENSMODG00000017657	ENSMUSG00000011257
ENSG00000090674	ENSPTRG00000010392	ENSPPAG00000035546	ENSMMUG00000011389	ENSOANG00000001138	ENSGALG00000034328	ENSMODG00000015084	ENSMUSG00000004567
ENSG00000090905	ENSPTRG00000007898	ENSPPAG00000028379	ENSMMUG00000020428	ENSOANG00000007672	ENSGALG00000006068	ENSMODG00000016348	ENSMUSG00000052707
ENSG00000090989	ENSPTRG00000023159	ENSPPAG00000043855	ENSMMUG00000023427	ENSOANG00000013188	ENSGALG00000013778	ENSMODG00000020684	ENSMUSG00000036435
ENSG00000091129	ENSPTRG00000019589	ENSPPAG00000035215	ENSMMUG00000021293	ENSOANG00000003547	ENSGALG00000009514	ENSMODG00000016040	ENSMUSG00000020598
ENSG00000091138	ENSPTRG00000022537	ENSPPAG00000019561	ENSMMUG00000017618	ENSOANG00000003182	ENSGALG00000007959	ENSMODG00000016330	ENSMUSG00000001225
ENSG00000091140	ENSPTRG00000019585	ENSPPAG00000034095	ENSMMUG00000006564	ENSOANG00000003186	ENSGALG00000007931	ENSMODG00000016316	ENSMUSG00000020664
ENSG00000091157	ENSPTRG00000010042	ENSPPAG00000042765	ENSMMUG00000012916	ENSOANG00000001712	ENSGALG00000032776	ENSMODG00000020452	ENSMUSG00000040560
ENSG00000091181	ENSPTRG00000014563	ENSPPAG00000043636	ENSMMUG00000001849	ENSOANG00000015382	ENSGALG00000008267	ENSMODG00000004351	ENSMUSG00000005364
ENSG00000091317	ENSPTRG00000043555	ENSPPAG00000034787	ENSMMUG00000001443	ENSOANG00000002275	ENSGALG00000011490	ENSMODG00000015198	ENSMUSG00000032434
ENSG00000091409	ENSPTRG00000012641	ENSPPAG00000027108	ENSMMUG00000002370	ENSOANG00000008589	ENSGALG00000034007	ENSMODG00000009009	ENSMUSG00000027111
ENSG00000091428	ENSPTRG00000012643	ENSPPAG00000037991	ENSMMUG00000020792	ENSOANG00000008592	ENSGALG00000043694	ENSMODG00000009089	ENSMUSG00000049044
ENSG00000091482	ENSPTRG00000047975	ENSPPAG00000030194	ENSMMUG00000014250	ENSOANG00000010655	ENSGALG00000019157	ENSMODG00000007934	ENSMUSG00000041476
ENSG00000091483	ENSPTRG00000002163	ENSPPAG00000029968	ENSMMUG00000005667	ENSOANG00000010272	ENSGALG00000013165	ENSMODG00000007014	ENSMUSG00000026526
ENSG00000091490	ENSPTRG00000015966	ENSPPAG00000026819	ENSMMUG00000020349	ENSOANG00000006697	ENSGALG00000039549	ENSMODG00000000154	ENSMUSG00000029189
ENSG00000091664	ENSPTRG00000003444	ENSPPAG00000029737	ENSMMUG00000020368	ENSOANG00000013126	ENSGALG00000039254	ENSMODG00000009304	ENSMUSG00000030500
ENSG00000091704	ENSPTRG00000019696	ENSPPAG00000038156	ENSMMUG00000009495	ENSOANG00000011468	ENSGALG00000008087	ENSMODG00000014538	ENSMUSG00000054446
ENSG00000091732	ENSPTRG00000019685	ENSPPAG00000043172	ENSMMUG00000006155	ENSOANG00000011460	ENSGALG00000008003	ENSMODG00000014630	ENSMUSG00000039130
ENSG00000091844	ENSPTRG00000029367	ENSPPAG00000036399	ENSMMUG00000019078	ENSOANG00000003595	ENSGALG00000026034	ENSMODG00000008463	ENSMUSG00000019775
ENSG00000092345	ENSPTRG00000014674	ENSPPAG00000037518	ENSMMUG00000011361	ENSOANG00000006742	ENSGALG00000011243	ENSMODG00000014730	ENSMUSG00000010592
ENSG00000092421	ENSPTRG00000017162	ENSPPAG00000031930	ENSMMUG00000012265	ENSOANG00000008223	ENSGALG00000002294	ENSMODG00000013614	ENSMUSG00000019647
ENSG00000092820	ENSPTRG00000018748	ENSPPAG00000036860	ENSMMUG00000019457	ENSOANG00000001032	ENSGALG00000013742	ENSMODG00000007642	ENSMUSG00000052397
ENSG00000092847	ENSPTRG00000000528	ENSPPAG00000034838	ENSMMUG00000006251	ENSOANG00000002080	ENSGALG00000002249	ENSMODG00000023335	ENSMUSG00000041530
ENSG00000092850	ENSPTRG00000024371	ENSPPAG00000032256	ENSMMUG00000012028	ENSOANG00000002075	ENSGALG00000002319	ENSMODG00000017883	ENSMUSG00000028845
ENSG00000092931	ENSPTRG00000009693	ENSPPAG00000042557	ENSMMUG00000022414	ENSOANG00000011571	ENSGALG00000001777	ENSMODG00000001580	ENSMUSG00000020818
ENSG00000092969	ENSPTRG00000001992	ENSPPAG00000030603	ENSMMUG00000004071	ENSOANG00000008554	ENSGALG00000009612	ENSMODG00000004307	ENSMUSG00000039239
ENSG00000092978	ENSPTRG00000001986	ENSPPAG00000038887	ENSMMUG00000014946	ENSOANG00000008549	ENSGALG00000009627	ENSMODG00000004195	ENSMUSG00000039210
ENSG00000093009	ENSPTRG00000014064	ENSPPAG00000028685	ENSMMUG00000021904	ENSOANG00000020977	ENSGALG00000001616	ENSMODG00000010162	ENSMUSG00000000028
ENSG00000093010	ENSPTRG00000014070	ENSPPAG00000027543	ENSMMUG00000017152	ENSOANG00000014591	ENSGALG00000002024	ENSMODG00000019644	ENSMUSG00000000326
ENSG00000093167	ENSPTRG00000014745	ENSPPAG00000039105	ENSMMUG00000022539	ENSOANG00000015304	ENSGALG00000033102	ENSMODG00000013326	ENSMUSG00000032497
ENSG00000094975	ENSPTRG00000001689	ENSPPAG00000031109	ENSMMUG00000007280	ENSOANG00000000909	ENSGALG00000003081	ENSMODG00000003997	ENSMUSG00000040297
ENSG00000095015	ENSPTRG00000016891	ENSPPAG00000036823	ENSMMUG00000012387	ENSOANG00000013632	ENSGALG00000014718	ENSMODG00000019524	ENSMUSG00000021754
ENSG00000095066	ENSPTRG00000010539	ENSPPAG00000008477	ENSMMUG00000005686	ENSOANG00000014251	ENSGALG00000031824	ENSMODG00000006959	ENSMUSG00000052566
ENSG00000095139	ENSPTRG00000004350	ENSPPAG00000026939	ENSMMUG00000002543	ENSOANG00000003755	ENSGALG00000007430	ENSMODG00000013432	ENSMUSG00000032096
ENSG00000095383	ENSPTRG00000021176	ENSPPAG00000039693	ENSMMUG00000009831	ENSOANG00000009884	ENSGALG00000001944	ENSMODG00000012530	ENSMUSG00000039813
ENSG00000095585	ENSPTRG00000002792	ENSPPAG00000040349	ENSMMUG00000008687	ENSOANG00000005144	ENSGALG00000006973	ENSMODG00000018490	ENSMUSG00000061132
ENSG00000095739	ENSPTRG00000002389	ENSPPAG00000004681	ENSMMUG00000000567	ENSOANG00000006042	ENSGALG00000040993	ENSMODG00000008021	ENSMUSG00000024232
ENSG00000095787	ENSPTRG00000002388	ENSPPAG00000040064	ENSMMUG00000008268	ENSOANG00000006041	ENSGALG00000035281	ENSMODG00000008157	ENSMUSG00000024283
ENSG00000095794	ENSPTRG00000002420	ENSPPAG00000036551	ENSMMUG00000022508	ENSOANG00000006077	ENSGALG00000007082	ENSMODG00000006900	ENSMUSG00000063889
ENSG00000095981	ENSPTRG00000018135	ENSPPAG00000043696	ENSMMUG00000013648	ENSOANG00000013159	ENSGALG00000020049	ENSMODG00000013135	ENSMUSG00000023387
ENSG00000096060	ENSPTRG00000018088	ENSPPAG00000040163	ENSMMUG00000011520	ENSOANG00000014270	ENSGALG00000042148	ENSMODG00000013757	ENSMUSG00000024222
ENSG00000096070	ENSPTRG00000024347	ENSPPAG00000040566	ENSMMUG00000015416	ENSOANG00000002329	ENSGALG00000000776	ENSMODG00000013652	ENSMUSG00000063952
ENSG00000096080	ENSPTRG00000018209	ENSPPAG00000036291	ENSMMUG00000014749	ENSOANG00000001955	ENSGALG00000010296	ENSMODG00000018952	ENSMUSG00000023967
ENSG00000096092	ENSPTRG00000018279	ENSPPAG00000035341	ENSMMUG00000023710	ENSOANG00000003931	ENSGALG00000019894	ENSMODG00000018816	ENSMUSG00000025933
ENSG00000096093	ENSPTRG00000018277	ENSPPAG00000009640	ENSMMUG00000013716	ENSOANG00000003986	ENSGALG00000016674	ENSMODG00000018819	ENSMUSG00000041809
ENSG00000096696	ENSPTRG00000017702	ENSPPAG00000031494	ENSMMUG00000014784	ENSOANG00000007176	ENSGALG00000012790	ENSMODG00000009982	ENSMUSG00000054889
ENSG00000096872	ENSPTRG00000020833	ENSPPAG00000000306	ENSMMUG00000006076	ENSOANG00000013232	ENSGALG00000001801	ENSMODG00000004236	ENSMUSG00000028576
ENSG00000096968	ENSPTRG00000020744	ENSPPAG00000019000	ENSMMUG00000014558	ENSOANG00000010092	ENSGALG00000015027	ENSMODG00000015373	ENSMUSG00000024789
ENSG00000097033	ENSPTRG00000000925	ENSPPAG00000037511	ENSMMUG00000013487	ENSOANG00000008450	ENSGALG00000006284	ENSMODG00000008125	ENSMUSG00000037062
ENSG00000097046	ENSPTRG00000043247	ENSPPAG00000024798	ENSMMUG00000011010	ENSOANG00000014786	ENSGALG00000006051	ENSMODG00000012035	ENSMUSG00000029283
ENSG00000097096	ENSPTRG00000000912	ENSPPAG00000008094	ENSMMUG00000008936	ENSOANG00000006822	ENSGALG00000038776	ENSMODG00000000311	ENSMUSG00000036863
ENSG00000099219	ENSPTRG00000020760	ENSPPAG00000039739	ENSMMUG00000005469	ENSOANG00000010083	ENSGALG00000000438	ENSMODG00000015324	ENSMUSG00000046324
ENSG00000099250	ENSPTRG00000002414	ENSPPAG00000000746	ENSMMUG00000017588	ENSOANG00000006063	ENSGALG00000007140	ENSMODG00000007439	ENSMUSG00000025810
ENSG00000099260	ENSPTRG00000000995	ENSPPAG00000041250	ENSMMUG00000016335	ENSOANG00000003191	ENSGALG00000005442	ENSMODG00000003867	ENSMUSG00000033377
ENSG00000099331	ENSPTRG00000010658	ENSPPAG00000033794	ENSMMUG00000011588	ENSOANG00000008686	ENSGALG00000003717	ENSMODG00000015036	ENSMUSG00000004677
ENSG00000099622	ENSPTRG00000010192	ENSPPAG00000033562	ENSMMUG00000022101	ENSOANG00000012230	ENSGALG00000030918	ENSMODG00000005290	ENSMUSG00000045193
ENSG00000099624	ENSPTRG00000010190	ENSPPAG00000044080	ENSMMUG00000007091	ENSOANG00000003661	ENSGALG00000032875	ENSMODG00000005314	ENSMUSG00000003072
ENSG00000099785	ENSPTRG00000010423	ENSPPAG00000000150	ENSMMUG00000002252	ENSOANG00000002233	ENSGALG00000000599	ENSMODG00000003824	ENSMUSG00000079557
ENSG00000099860	ENSPTRG00000044298	ENSPPAG00000043714	ENSMMUG00000003468	ENSOANG00000013858	ENSGALG00000029968	ENSMODG00000004843	ENSMUSG00000015312
